ind,date,tbstat,tbstat.yng,tbstat.ad,sex,age.known,age,season,year,socg,weight,toothwear,condition,body.length,temp,dam,young,age.sq,age.cb,unique ,body.length.est,smi
005L,20/07/2011,0,0,NA,1,0,0,Summer,2011,PARK_MILL,4.8,0,GOOD,71.5,38.2,NA,1,0,0,005L40744,71.5,7.182235998
005L,04/10/2011,0,0,NA,1,0,0,Autumn,2011,PARK_MILL,7,0,GOOD,83,38.6,NA,1,0,0,005L40820,83,5.711002044
005L,24/01/2012,0,0,NA,1,1,1,Winter,2012,PARK_MILL,9.6,0.25,GOOD,88,37.5,NA,1,1,1,005L40932,88,6.174110617
005L,26/06/2012,0,0,NA,1,1,1,Summer,2012,PARK_MILL,8.8,0.5,FAIR,90,38.5,NA,1,1,1,005L41086,90,5.165307356
005L,14/08/2012,0,0,NA,1,1,1,Summer,2012,SCOTLAND_BANK,8.3,0.5,FAIR,90,37.7,NA,1,1,1,005L41135,90,4.871823984
005L,16/10/2012,0,0,NA,1,1,1,Autumn,2012,PARK_MILL,8.9,0.5,FAIR,90.5,37.7,NA,1,1,1,005L41198,90.5,5.107623785
005L,18/06/2013,0,NA,0,1,2,2,Summer,2013,PARK_MILL,9.5,0.75,GOOD,90,37.5,NA,2,4,8,005L41443,90,5.576184078
005L,13/08/2013,0,NA,0,1,2,2,Summer,2013,PARK_MILL,9,0.75,GOOD,89,37.8,NA,2,4,8,005L41499,89,5.52827138
005L,23/10/2013,0,NA,0,1,2,2,Autumn,2013,PARK_MILL,13.1,1,VGOOD,90,38.3,NA,2,4,8,005L41570,90,7.68926436
005L,24/06/2014,0,NA,0,1,3,3,Summer,2014,PARK_MILL,8.3,0.5,POOR,89,37.6,NA,2,9,27,005L41814,89,5.098294717
005L,10/09/2014,0,NA,0,1,3,3,Autumn,2014,PARK_MILL,10.5,1,GOOD,89,38.3,NA,2,9,27,005L41892,89,6.449649943
005N,02/06/2009,0,0,NA,2,0,0,Summer,2009,WEST,3.1,0,GOOD,60,38.1,NA,1,0,0,005N39966,60,9.46397786
005N,21/07/2009,0,0,NA,2,0,0,Summer,2009,WEST,4.6,0,GOOD,71,38.3,NA,1,0,0,005N40015,71,7.082231439
005N,03/11/2009,0,0,NA,2,0,0,Autumn,2009,WEST,9.8,0.25,GOOD,84,37.9,NA,1,0,0,005N40120,84,7.61533487
005N,15/12/2009,0,0,NA,2,0,0,Winter,2009,WEST,9.6,0,GOOD,85,38.1,NA,1,0,0,005N40162,85,7.109403023
005N,12/05/2010,0,0,NA,2,1,1,Spring,2010,WEST,9.4,0.5,GOOD,86,38.9,NA,1,1,1,005N40310,86,6.637937958
005N,07/09/2010,0,0,NA,2,1,1,Autumn,2010,WEST,12.3,0.5,VGOOD,87,38.7,NA,1,1,1,005N40428,87,8.286911298
005N,14/12/2010,0,0,NA,2,1,1,Winter,2010,WEST,12.4,0.25,VGOOD,85.5,38.6,NA,1,1,1,005N40526,85.5,8.966544408
005N,03/05/2011,0,NA,0,2,2,2,Spring,2011,ARTHURS,9.3,0.25,GOOD,85,38.6,NA,2,4,8,005N40666,85,6.887234179
005P,07/05/2008,0,NA,NA,1,NA,4.066,Spring,2008,WEST,7,0.25,FAIR,82,38.1,NA,NA,16.532,67.221,005P39575,82,5.999568934
005P,07/09/2010,0,NA,NA,1,NA,4.066,Autumn,2010,WEST,9.6,0.5,GOOD,82.5,38.4,NA,NA,16.532,67.221,005P40428,82.5,8.027067935
005R,03/02/2004,0,NA,NA,1,NA,4.066,Winter,2004,NETTLE,8.5,NA,GOOD,83,38.1,NA,NA,16.532,67.221,005R38020,83,6.934788196
005W,24/05/2005,0,0,NA,2,0,0,Spring,2005,JUNCTION,3,0,FAIR,62,34.9,NA,1,0,0,005W38496,62,8.015352691
005W,19/07/2005,0,0,NA,2,0,0,Summer,2005,JUNCTION,3.5,0,FAIR,70,37.4,NA,1,0,0,005W38552,70,5.708631929
005W,13/09/2005,0,0,NA,2,0,0,Autumn,2005,JUNCTION,5,0,GOOD,75,38.2,NA,1,0,0,005W38608,75,6.160054709
005W,14/12/2005,0,0,NA,2,0,0,Winter,2005,JUNCTION,8.9,0,GOOD,84,37.8,NA,1,0,0,005W38700,84,6.915967382
005W,09/05/2006,0,0,NA,2,1,1,Spring,2006,JUNCTION,NA,0.25,FAIR,NA,38.5,NA,1,1,1,005W38846,NA,#VALUE!
005Y,09/05/2007,0,0,NA,1,0,0,Spring,2007,HEDGE,2.7,0,GOOD,58.5,37.3,Q008,1,0,0,005Y39211,58.5,9.136712904
006A,21/05/2014,0,0,NA,1,0,0,Spring,2014,ARTHURS,3,0,GOOD,62,38.1,NA,1,0,0,006A41780,62,8.015352691
006A,12/08/2014,NA,NA,NA,1,0,0,Summer,2014,ARTHURS,6,0,GOOD,80,39,NA,1,0,0,006A41863,80,5.685691386
006B,09/05/2006,0,NA,NA,2,NA,4.066,Spring,2006,JACKS_MIREY,9.9,0.25,GOOD,89,38.4,NA,NA,16.532,67.221,006B38846,89,6.081098518
006E,04/06/2013,0,0,NA,1,0,0,Summer,2013,KENNEL,2.9,0,FAIR,61,37.6,NA,1,0,0,006E41429,61,8.277846152
006E,30/07/2013,0,0,NA,1,0,0,Summer,2013,KENNEL,5.4,0,FAIR,74,40,NA,1,0,0,006E41485,74,7.026109912
006E,08/10/2013,0,0,NA,1,0,0,Autumn,2013,WOODRUSH,6.8,0,GOOD,80.5,39.5,NA,1,0,0,006E41555,80.5,6.282566149
006E,03/06/2014,0,0,NA,1,1,1,Summer,2014,WOODRUSH,8,0.25,GOOD,83,38.8,NA,1,1,1,006E41793,83,6.526859479
006E,20/08/2014,0,0,NA,1,1,1,Summer,2014,WOODRUSH,7.6,0.25,GOOD,82,38.2,NA,1,1,1,006E41871,82,6.5138177
006F,12/05/2010,0,0,NA,2,0,0,Spring,2010,ARTHURS,4,0,GOOD,65,37.3,NA,1,0,0,006F40310,65,8.818755149
006G,14/05/2003,0,0,NA,1,0,0,Spring,2003,ARTHURS,2.5,NA,GOOD,57,36.4,X082,1,0,0,006G37755,57,9.402469912
006G,28/10/2003,0,0,NA,1,0,0,Autumn,2003,ARTHURS,6.1,NA,GOOD,80,37.9,X082,1,0,0,006G37922,80,5.78045291
006G,25/05/2004,0,0,NA,1,1,1,Spring,2004,ARTHURS,8.5,NA,GOOD,84.5,38.7,X082,1,1,1,006G38132,84.5,6.447634678
006K,29/05/2012,0,0,NA,1,0,0,Spring,2012,WEST,2.4,0,FAIR,59,37.5,053Y,1,0,0,006K41058,59,7.845246407
006K,17/07/2012,1,1,NA,1,0,0,Summer,2012,WEST,4.4,0,FAIR,75,38.4,053Y,1,0,0,006K41107,75,5.420848143
006L,05/07/2011,1,1,NA,2,0,0,Summer,2011,JACKS_MIREY,6,0,FAIR,79,38.7,NA,1,0,0,006L40729,79,5.984100448
006L,06/09/2011,1,1,NA,2,0,0,Autumn,2011,JACKS_MIREY,7.7,0,GOOD,84,38.7,NA,1,0,0,006L40792,84,5.983477398
006L,07/12/2011,1,1,NA,2,0,0,Winter,2011,JACKS_MIREY,11.2,0.25,VGOOD,87,38.1,NA,1,0,0,006L40884,87,7.545805409
006L,29/05/2012,1,1,NA,2,1,1,Spring,2012,JACKS_MIREY,9.1,0.25,FAIR,89,38.5,NA,1,1,1,006L41058,89,5.589696617
006L,17/07/2012,1,1,NA,2,1,1,Summer,2012,JACKS_MIREY,9.3,0.25,FAIR,89.5,38.3,NA,1,1,1,006L41107,89.5,5.583873341
006L,18/09/2012,1,1,NA,2,1,1,Autumn,2012,JACKS_MIREY,10.1,0.25,GOOD,89,38.1,NA,1,1,1,006L41170,89,6.203948993
006L,21/05/2013,1,NA,1,2,2,2,Spring,2013,ARTHURS,10.7,0.25,GOOD,90,38.5,NA,2,4,8,006L41415,90,6.280544172
006L,16/07/2013,1,NA,1,2,2,2,Summer,2013,ARTHURS,10.3,0.25,GOOD,88,38.5,NA,2,4,8,006L41471,88,6.624306183
006L,21/05/2014,1,NA,1,2,3,3,Spring,2014,ARTHURS,11.2,0.5,GOOD,89,38.9,NA,2,9,27,006L41780,89,6.879626606
006N,02/06/2009,0,0,NA,2,0,0,Summer,2009,ARTHURS,4.6,0,GOOD,70,38.1,104W,1,0,0,006N39966,70,7.502773392
006P,07/05/2008,0,0,NA,2,0,0,Spring,2008,HEDGE,2.7,0,FAIR,47.5,36.4,NA,1,0,0,006P39575,47.5,21.31408905
006P,22/07/2008,0,0,NA,2,0,0,Summer,2008,HEDGE,3.6,0,FAIR,67,38,NA,1,0,0,006P39651,67,7.016604914
006P,21/10/2008,1,1,NA,2,0,0,Autumn,2008,HEDGE,6.6,0.25,GOOD,75,38.2,NA,1,0,0,006P39742,75,8.131272215
006R,25/05/2004,0,0,NA,1,0,0,Spring,2004,LARCH,2.1,NA,FAIR,55.5,35.7,NA,1,0,0,006R38132,55.5,8.802792475
006W,24/05/2005,0,0,NA,1,0,0,Spring,2005,JUNCTION,3.3,0,FAIR,64,35.1,NA,1,0,0,006W38496,64,7.748960183
006Y,09/05/2007,0,0,NA,1,0,0,Spring,2007,HEDGE,2.5,0,FAIR,57.5,36.6,NA,1,0,0,006Y39211,57.5,9.074386188
006Y,23/10/2007,1,1,NA,1,0,0,Autumn,2007,HEDGE,7.4,0,VGOOD,80,38.1,NA,1,0,0,006Y39378,80,7.01235271
006Y,22/01/2008,1,1,NA,1,1,1,Winter,2008,HEDGE,9,0.25,GOOD,83,37.7,NA,1,1,1,006Y39469,83,7.342716914
006Y,07/05/2008,1,1,NA,1,1,1,Spring,2008,HEDGE,9.1,0.25,GOOD,85.5,38.3,NA,1,1,1,006Y39575,85.5,6.580286622
007A,21/05/2014,0,0,NA,1,0,0,Spring,2014,ARTHURS,3.3,0,GOOD,66,38.7,058Y,1,0,0,007A41780,66,6.837496268
007A,13/08/2014,1,1,NA,1,0,0,Summer,2014,ARTHURS,6.1,0,GOOD,79.5,38,058Y,1,0,0,007A41864,79.5,5.929727463
007B,10/05/2006,0,0,NA,2,0,0,Spring,2006,LARCH,3.1,0,NA,58,37,NA,1,0,0,007B38847,58,10.86295043
007B,18/07/2006,0,0,NA,2,0,0,Summer,2006,LARCH,3.8,NA,FAIR,68,37.7,NA,1,0,0,007B38916,68,6.97337395
007B,24/10/2006,1,1,NA,2,0,0,Autumn,2006,LARCH,7.2,0.25,GOOD,77,38.6,NA,1,0,0,007B39014,77,7.970170919
007B,13/12/2006,1,1,NA,2,0,0,Winter,2006,LARCH,9,0.25,GOOD,80,38.6,NA,1,0,0,007B39064,80,8.52853708
007E,04/06/2013,0,0,NA,1,0,0,Summer,2013,KENNEL,2.5,0,GOOD,58.5,37,012P,1,0,0,007E41429,58.5,8.459919356
007E,30/07/2013,0,0,NA,1,0,0,Summer,2013,KENNEL,3.5,0,FAIR,65,39.4,012P,1,0,0,007E41485,65,7.716410756
007F,24/05/2010,0,NA,NA,1,NA,4.066,Spring,2010,COLLIERS_WOOD,7.3,0.25,GOOD,79.5,38.7,NA,NA,16.532,67.221,007F40322,79.5,7.096231226
007F,17/05/2011,0,NA,NA,1,NA,4.066,Spring,2011,COLLIERS_WOOD,7.2,0.25,POOR,81,38.1,NA,NA,16.532,67.221,007F40680,81,6.48671645
007F,05/06/2013,1,NA,NA,1,NA,4.066,Summer,2013,COLLIERS_WOOD,7.1,0.75,FAIR,81,38.5,NA,NA,16.532,67.221,007F41430,81,6.396623166
007F,20/08/2014,1,NA,NA,1,NA,4.066,Summer,2014,COLLIERS_WOOD,7.4,0.5,FAIR,80,38,NA,NA,16.532,67.221,007F41871,80,7.01235271
007G,14/05/2003,0,0,NA,1,0,0,Spring,2003,LARCH,2.2,NA,GOOD,53.5,37.2,J003,1,0,0,007G37755,53.5,10.7063819
007G,28/10/2003,0,0,NA,1,0,0,Autumn,2003,LARCH,5.5,NA,GOOD,71,39.1,J003,1,0,0,007G37922,71,8.467885416
007G,25/05/2004,0,0,NA,1,1,1,Spring,2004,LARCH,6.9,NA,GOOD,80,38.6,J003,1,1,1,007G38132,80,6.538545094
007G,25/08/2004,0,0,NA,1,1,1,Summer,2004,LARCH,7.2,NA,GOOD,80,39.1,J003,1,1,1,007G38224,80,6.822829664
007G,13/09/2005,0,NA,0,1,2,2,Autumn,2005,LARCH,6.9,NA,FAIR,80.5,38.6,J003,2,4,8,007G38608,80.5,6.374956828
007G,18/07/2006,0,NA,0,1,3,3,Summer,2006,LARCH,6.3,0.5,FAIR,80,38.6,J003,2,9,27,007G38916,80,5.969975956
007K,30/05/2012,0,0,NA,2,0,0,Spring,2012,ARTHURS,4.1,0,GOOD,68,38.2,NA,1,0,0,007K41059,68,7.523903472
007L,05/07/2011,0,0,NA,2,0,0,Summer,2011,WEST,3.4,NA,GOOD,63,38.2,053Y,1,0,0,007L40729,63,8.511808339
007L,06/12/2011,0,0,NA,2,0,0,Winter,2011,WEST,11.3,0.25,VGOOD,84.5,36.9,053Y,1,0,0,007L40883,84.5,8.571561396
007N,02/06/2009,0,0,NA,2,0,0,Summer,2009,ARTHURS,3.9,0,FAIR,67,38.2,104W,1,0,0,007N39966,67,7.60132199
007N,21/07/2009,0,0,NA,2,0,0,Summer,2009,ARTHURS,6.8,0,VGOOD,78.5,39.4,104W,1,0,0,007N40015,78.5,6.959371359
007N,05/10/2009,NA,NA,NA,2,0,0,Autumn,2009,NA,10,NA,NA,NA,NA,104W,1,0,0,007N40091,NA,#VALUE!
007P,07/05/2008,0,0,NA,2,0,0,Spring,2008,HEDGE,2.9,0,FAIR,56.5,36.8,035W,1,0,0,007P39575,56.5,11.30473895
007P,22/10/2008,1,1,NA,2,0,0,Autumn,2008,HEDGE,6.1,NA,FAIR,75,38.2,035W,1,0,0,007P39743,75,7.515266744
007R,25/05/2004,0,0,NA,2,0,0,Spring,2004,HEDGE,3.8,NA,GOOD,68,37.5,NA,1,0,0,007R38132,68,6.97337395
007W,24/05/2005,0,NA,NA,1,NA,4.066,Spring,2005,HOLLYWOOD,8.6,0.25,GOOD,85,38.2,NA,NA,16.532,67.221,007W38496,85,6.368840208
007W,14/09/2005,0,NA,NA,1,NA,4.066,Autumn,2005,HEDGE,8.2,NA,GOOD,86,38.7,NA,NA,16.532,67.221,007W38609,86,5.790541623
007Y,09/05/2007,0,0,NA,2,0,0,Spring,2007,HEDGE,2.6,0,FAIR,57,37.2,Q008,1,0,0,007Y39211,57,9.778568708
007Y,01/08/2007,0,0,NA,2,0,0,Summer,2007,HEDGE,5.5,0,GOOD,75,38.2,Q008,1,0,0,007Y39295,75,6.776060179
007Y,23/01/2008,0,0,NA,2,1,1,Winter,2008,HEDGE,11.7,0.25,VGOOD,86,39.2,Q008,1,1,1,007Y39470,86,8.262114267
007Y,06/05/2008,0,0,NA,2,1,1,Spring,2008,HEDGE,10.6,0.25,FAIR,89,37.9,Q008,1,1,1,007Y39574,89,6.511075181
007Y,22/07/2008,0,0,NA,2,1,1,Summer,2008,HEDGE,10.4,0.25,FAIR,88,38,Q008,1,1,1,007Y39651,88,6.688619835
008A,03/06/2014,0,0,NA,2,0,0,Summer,2014,KENNEL,3.9,0,FAIR,65,37.4,012P,1,0,0,008A41793,65,8.598286271
008A,19/08/2014,0,0,NA,2,0,0,Summer,2014,KENNEL,4.9,0,FAIR,74,38.9,012P,1,0,0,008A41870,74,6.375544179
008A,22/10/2014,0,0,NA,2,0,0,Autumn,2014,KENNEL,8.6,0.25,GOOD,79,39.8,012P,1,0,0,008A41934,79,8.577210641
008B,10/05/2006,1,1,NA,1,0,0,Spring,2006,JUNCTION,3,0,GOOD,60,37.8,NA,1,0,0,008B38847,60,9.158688252
008B,19/07/2006,1,1,NA,1,0,0,Summer,2006,JUNCTION,4.1,0,FAIR,71.5,38.6,NA,1,0,0,008B38917,71.5,6.134826581
008B,24/10/2006,1,1,NA,1,0,0,Autumn,2006,JUNCTION,8.7,0.25,GOOD,81,38.9,NA,1,0,0,008B39014,81,7.83811571
008B,08/05/2007,1,1,NA,1,1,1,Spring,2007,JUNCTION,8.1,0.25,GOOD,86,38.3,NA,1,1,1,008B39210,86,5.719925262
008B,07/05/2008,1,NA,1,1,2,2,Spring,2008,JUNCTION,9.6,NA,GOOD,87.5,38.8,NA,2,4,8,008B39575,87.5,6.318846042
008B,02/06/2009,1,NA,1,1,3,3,Summer,2009,JUNCTION,9.2,0.25,VGOOD,87,38.7,NA,2,9,27,008B39966,87,6.198340158
008B,07/09/2010,1,NA,1,1,4,4,Autumn,2010,JUNCTION,11.8,0.75,VGOOD,88,38.7,NA,2,16,64,008B40428,88,7.589010967
008B,03/05/2011,1,NA,1,1,5,5,Spring,2011,JUNCTION,8.1,0.5,FAIR,87.5,38.8,NA,2,25,125,008B40666,87.5,5.331526348
008E,04/06/2013,NA,NA,NA,2,0,0,Summer,2013,KENNEL,2.7,0,FAIR,61.5,38,NA,1,0,0,008E41429,61.5,7.455310935
008E,30/07/2013,0,0,NA,2,0,0,Summer,2013,KENNEL,5,0,FAIR,75,38.8,NA,1,0,0,008E41485,75,6.160054709
008E,07/10/2013,NA,NA,NA,2,0,0,Autumn,2013,NA,10,NA,GOOD,NA,NA,NA,1,0,0,008E41554,NA,#VALUE!
008F,15/06/2010,0,0,NA,2,0,0,Summer,2010,HONEYWELL,3,0,GOOD,59,38.1,NA,1,0,0,008F40344,59,9.806558009
008G,14/05/2003,0,0,NA,2,0,0,Spring,2003,LARCH,3,NA,GOOD,58,36.7,X006,1,0,0,008G37755,58,10.51253267
008G,29/10/2003,0,0,NA,2,0,0,Autumn,2003,WEST,9.1,NA,NA,81,36.8,X006,1,0,0,008G37923,81,8.198488846
008K,13/06/2012,0,0,NA,2,0,0,Summer,2012,YEW,2.8,0,FAIR,60,37,NA,1,0,0,008K41073,60,8.548109035
008L,05/07/2011,NA,NA,NA,2,0,0,Summer,2011,WEST,4,0,FAIR,67,38.3,NA,1,0,0,008L40729,67,7.796227682
008L,06/09/2011,0,0,NA,2,0,0,Autumn,2011,WEST,7.4,0,GOOD,79,38.5,NA,1,0,0,008L40792,79,7.380390552
008L,29/05/2012,0,0,NA,2,1,1,Spring,2012,WEST,9.2,0.5,GOOD,86,38.3,NA,1,1,1,008L41058,86,6.496705236
008L,21/05/2013,1,NA,1,2,2,2,Spring,2013,WEST,9.5,0.5,GOOD,85,38.8,NA,2,4,8,008L41415,85,7.035346741
008L,20/07/2013,NA,NA,NA,2,2,2,Summer,2013,NA,8,NA,FAIR,NA,NA,NA,2,4,8,008L41475,85,#VALUE!
008N,02/06/2009,0,0,NA,2,0,0,Summer,2009,ARTHURS,3.9,0,GOOD,67,38.4,041G,1,0,0,008N39966,67,7.60132199
008N,21/07/2009,0,0,NA,2,0,0,Summer,2009,ARTHURS,6.3,0,GOOD,77,39.1,041G,1,0,0,008N40015,77,6.973899554
008P,20/05/2008,0,0,NA,2,0,0,Spring,2008,SEPTIC_TANK,3.8,0,GOOD,64.5,37.9,NA,1,0,0,008P39588,64.5,8.645078103
008P,05/08/2008,1,1,NA,2,0,0,Summer,2008,SEPTIC_TANK,5.5,0,GOOD,77,38,NA,1,0,0,008P39665,77,6.088325008
008P,27/01/2009,1,1,NA,2,1,1,Winter,2009,CEDAR,10,0.25,GOOD,85,37,NA,1,1,1,008P39840,85,7.405628149
008P,19/05/2009,1,1,NA,2,1,1,Spring,2009,SEPTIC_TANK,8,0.25,GOOD,86,38.1,NA,1,1,1,008P39952,86,5.649308901
008P,27/10/2009,1,1,NA,2,1,1,Autumn,2009,SEPTIC_TANK,12.1,0.25,VGOOD,87,37.9,NA,1,1,1,008P40113,87,8.152164773
008P,18/11/2009,1,1,NA,2,1,1,Autumn,2009,CEDAR,12.3,0.5,VGOOD,86,38.7,NA,1,1,1,008P40135,86,8.685812435
008P,24/05/2010,1,NA,1,2,2,2,Spring,2010,YEW,8.1,0.25,GOOD,86.5,37.5,NA,2,4,8,008P40322,86.5,5.586656514
008P,11/01/2011,1,NA,1,2,3,3,Winter,2011,YEW,11.5,0.5,GOOD,85,37.8,NA,2,9,27,008P40554,85,8.516472371
008P,18/05/2011,1,NA,1,2,3,3,Spring,2011,SEPTIC_TANK,8.1,0.5,FAIR,85,37.3,NA,2,9,27,008P40681,85,5.998558801
008R,25/05/2004,0,0,NA,2,0,0,Spring,2004,JUNCTION,3.7,0,GOOD,66,37.8,Q028,1,0,0,008R38132,66,7.666283694
008W,24/05/2005,0,0,NA,1,0,0,Spring,2005,ARTHURS,3.4,NA,NA,62,37.7,NA,1,0,0,008W38496,62,9.084066383
008W,13/09/2005,0,0,NA,1,0,0,Autumn,2005,ARTHURS,6.2,NA,FAIR,80,39.2,NA,1,0,0,008W38608,80,5.875214433
008W,02/06/2009,0,NA,0,1,4,4,Summer,2009,ARTHURS,10.1,0.5,GOOD,86,39.4,NA,2,16,64,008W39966,86,7.132252487
008Y,22/05/2007,0,0,NA,1,0,0,Spring,2007,TOP_SETT,2.7,0,FAIR,60,37.1,U068,1,0,0,008Y39224,60,8.242819427
008Y,21/08/2007,1,1,NA,1,0,0,Summer,2007,YEW,3.8,0,FAIR,70,37.9,U068,1,0,0,008Y39315,70,6.197943237
009A,03/06/2014,0,0,NA,2,0,0,Summer,2014,KENNEL,4.7,0,GOOD,71.5,38.4,NA,1,0,0,009A41793,71.5,7.032606081
009A,19/08/2014,0,0,NA,2,0,0,Summer,2014,KENNEL,5.8,0,GOOD,79,38.8,NA,1,0,0,009A41870,79,5.784630433
009B,10/05/2006,1,1,NA,2,0,0,Spring,2006,WEST,2.5,0,NA,56,36.7,NA,1,0,0,009B38847,56,10.10418905
009B,18/07/2006,NA,NA,NA,2,0,0,Summer,2006,WEST,3.6,0,FAIR,67,38.3,NA,1,0,0,009B38916,67,7.016604914
009B,24/10/2006,1,1,NA,2,0,0,Autumn,2006,WEST,8.9,0,VGOOD,81.5,38.6,NA,1,0,0,009B39014,81.5,7.820130173
009B,08/05/2007,1,1,NA,2,1,1,Spring,2007,WEST,8.1,0.25,FAIR,83.5,38,NA,1,1,1,009B39210,83.5,6.448993774
009B,31/07/2007,1,1,NA,2,1,1,Summer,2007,WEST,9.1,0.25,GOOD,86,38.6,NA,1,1,1,009B39294,86,6.426088875
009E,04/06/2013,0,0,NA,2,0,0,Summer,2013,KENNEL,2.7,0,GOOD,59,37.9,NA,1,0,0,009E41429,59,8.825902208
009F,15/06/2010,0,0,NA,2,0,0,Summer,2010,BREAKHEART,3.7,0,GOOD,66,38.2,NA,1,0,0,009F40344,66,7.666283694
009F,05/10/2010,1,1,NA,2,0,0,Autumn,2010,BREAKHEART,8.3,0.25,GOOD,81,39,NA,1,0,0,009F40456,81,7.477742574
009F,30/11/2010,1,1,NA,2,0,0,Autumn,2010,BREAKHEART,9.6,0.25,VGOOD,83,38,NA,1,0,0,009F40512,83,7.832231375
009F,25/01/2011,1,1,NA,2,1,1,Winter,2011,BREAKHEART,9.5,0.25,FAIR,85,38.7,NA,1,1,1,009F40568,85,7.035346741
009F,24/05/2011,1,1,NA,2,1,1,Spring,2011,BREAKHEART,7.3,0.25,NA,86.5,38,NA,1,1,1,009F40687,86.5,5.03488797
009F,19/07/2011,1,1,NA,2,1,1,Summer,2011,BREAKHEART,8,0.25,FAIR,86,38.5,NA,1,1,1,009F40743,86,5.649308901
009F,15/08/2011,2,2,NA,2,1,1,Summer,2011,NA,8,NA,FAIR,NA,NA,NA,1,1,1,009F40770,NA,#VALUE!
009G,14/05/2003,0,0,NA,2,0,0,Spring,2003,WEST,2.2,NA,FAIR,55,37.2,NA,1,0,0,009G37755,55,9.567685945
009K,13/06/2012,1,1,NA,2,0,0,Summer,2012,SEPTIC_TANK,5,0,GOOD,75,37.9,022F,1,0,0,009K41073,75,6.160054709
009K,31/07/2012,1,1,NA,2,0,0,Summer,2012,SEPTIC_TANK,4.9,0.25,FAIR,79,38.5,022F,1,0,0,009K41121,79,4.887015365
009K,02/10/2012,1,1,NA,2,0,0,Autumn,2012,SEPTIC_TANK,6.3,0.25,POOR,83,38.4,022F,1,0,0,009K41184,83,5.13990184
009K,11/12/2012,1,1,NA,2,0,0,Winter,2012,SEPTIC_TANK,7.7,0.25,GOOD,84,37.1,022F,1,0,0,009K41254,84,5.983477398
009K,21/05/2013,2,2,NA,2,1,1,Spring,2013,BEECH,8.7,0.5,FAIR,88,38.3,022F,1,1,1,009K41415,88,5.595287747
009K,05/06/2013,2,2,NA,2,1,1,Summer,2013,SEPTIC_TANK,8.6,0.25,GOOD,87.5,38.4,022F,1,1,1,009K41430,87.5,5.660632913
009K,16/07/2013,2,2,NA,2,1,1,Summer,2013,BEECH,8.2,0.75,FAIR,87,38.5,022F,1,1,1,009K41471,87,5.524607532
009K,30/07/2013,2,2,NA,2,1,1,Summer,2013,SEPTIC_TANK,7.8,0.5,POOR,87,38,022F,1,1,1,009K41485,87,5.255114482
009L,05/07/2011,0,0,NA,2,0,0,Summer,2011,WEST,3.7,0,FAIR,67,38.2,049Y,1,0,0,009L40729,67,7.211510606
009L,06/09/2011,0,0,NA,2,0,0,Autumn,2011,WEST,6.4,0,GOOD,79,38.8,049Y,1,0,0,009L40792,79,6.383040477
009L,29/05/2012,0,0,NA,2,1,1,Spring,2012,WEST,8.9,0.5,GOOD,87,38.2,049Y,1,1,1,009L41058,87,5.99622037
009L,18/09/2012,0,0,NA,2,1,1,Autumn,2012,WEST,9.2,0.25,VGOOD,86.5,38.2,049Y,1,1,1,009L41170,86.5,6.345338263
009L,12/11/2012,NA,NA,NA,2,1,1,Autumn,2012,NA,11,NA,VGOOD,NA,NA,049Y,1,1,1,009L41225,NA,#VALUE!
009N,02/06/2009,0,0,NA,1,0,0,Summer,2009,JUNCTION,3.1,0,GOOD,62,37.7,Q081,1,0,0,009N39966,62,8.282531114
009N,21/07/2009,0,0,NA,1,0,0,Summer,2009,JUNCTION,3.6,0,FAIR,62,37.5,Q081,1,0,0,009N40015,62,9.618423229
009N,11/05/2010,0,0,NA,1,1,1,Spring,2010,JUNCTION,8.6,0.25,VGOOD,83,38.6,Q081,1,1,1,009N40309,83,7.01637394
009N,07/09/2010,0,0,NA,1,1,1,Autumn,2010,JUNCTION,9.1,0.5,GOOD,83,38.7,Q081,1,1,1,009N40428,83,7.424302657
009N,02/11/2010,0,0,NA,1,1,1,Autumn,2010,JUNCTION,10.7,0.25,VGOOD,84,38.4,Q081,1,1,1,009N40484,84,8.314702359
009N,14/12/2010,0,0,NA,1,1,1,Winter,2010,JUNCTION,9.7,0.25,GOOD,82,38,Q081,1,1,1,009N40526,82,8.31368838
009N,04/05/2011,0,NA,0,1,2,2,Spring,2011,JUNCTION,7.1,0.25,GOOD,83,37.8,Q081,2,4,8,009N40667,83,5.792587787
009N,05/07/2011,0,NA,0,1,2,2,Summer,2011,JUNCTION,8.5,0.5,GOOD,84,38.7,Q081,2,4,8,009N40729,84,6.605137388
009N,06/09/2011,0,NA,0,1,2,2,Autumn,2011,JUNCTION,8.4,0.25,FAIR,84,38.1,Q081,2,4,8,009N40792,84,6.527429889
009N,29/05/2012,0,NA,0,1,3,3,Spring,2012,JUNCTION,7.4,0.25,FAIR,84,37.8,Q081,2,9,27,009N41058,84,5.750354902
009P,20/05/2008,NA,NA,NA,2,0,0,Spring,2008,WYCH_ELM,2.6,0,GOOD,59,37.4,NA,1,0,0,009P39588,59,8.499016941
009P,05/08/2008,0,0,NA,2,0,0,Summer,2008,WYCH_ELM,3.2,0,FAIR,66,37.3,NA,1,0,0,009P39665,66,6.630299411
009P,04/11/2008,1,1,NA,2,0,0,Autumn,2008,WYCH_ELM,4.3,0,FAIR,72,37.8,NA,1,0,0,009P39756,72,6.254310081
